,ID,Gender,Age,Your Industry,Occupation,2nd Occupation,Job Level,Income,State,Job Role Happiness,Highest Degree Completed,Marital Status,Sexual Satisfaction,Sex Frequency,Orgasm Frequency,Orgasm Faking,Sexual Performance,Excercise Frequency,Desirable Level,Better Sex Before Graduating
642,13386216984.0,Female,45-60,Manufacturing,Marketing specialist,,Middle Management,"$25,000-$49,999",California,Somewhat unhappy,Bachelor's Degree,"Single, never married",Very dissatisfied,Less than once a month,Sometimes,Sometimes,Average,I never work out or exercise,Not so desirable,Disagree
643,13386216557.0,Female,45-60,Nonprofit,Laborer,,Entry Level,"$10,000-$24,999",Michigan,Very unhappy,Trade/Vocation School,Married or domestic partnership,Dissatisfied,Less than once a month,Always,Never,Below average,Less than once per week,Not so desirable,Agree
644,13386212280.0,Male,45-60,Education,Laborer, Librarian,Intermediate,"$50,000-$74,999",California,Somewhat happy,Master's Degree,Married or domestic partnership,Very satisfied,A few times a week,Sometimes,Rarely,Above average,Less than once per week,Somewhat desirable,Strongly disagree
645,13386215257.0,Female,45-60,I am currently not employed,Laborer, Landscape Gardener,Intermediate,"$10,000-$24,999",Massachusetts,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Rarely,Sometimes,Average,Several times per week,Not so desirable,Strongly agree
646,13386214688.0,Female,45-60,"Telecommunications, Technology, Internet & Electronics",Software developer,,Owner/Executive/C-Level,"$200,000+",Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Always,Never,Average,Every day of the week,,Strongly disagree
647,13386213898.0,Female,> 60,Education,Customer service representative, Teacher,Intermediate,"$75,000-$99,999",Virginia,Very happy,Master's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a week,Sometimes,Sometimes,Average,Several times per week,Somewhat desirable,Strongly disagree
648,13386210236.0,Female,45-60,Healthcare & Pharmaceuticals,Cashier,,Entry Level,"$10,000-$24,999",Indiana,Somewhat happy,Trade/Vocation School,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Every day of the week,Not at all desirable,Neither agree nor disagree
649,13386209267.0,Male,18-29,Advertising & Marketing,Retail sales associate,,Senior Management,"$25,000-$49,999",New York,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Sometimes,Sometimes,Above average,Once per week,Somewhat desirable,Somewhat agree
650,13386205944.0,Female,45-60,I am currently not employed,Customer service representative,,Other (please specify),"$25,000-$49,999",Texas,Neither happy nor unhappy,Trade/Vocation School,Divorced,Satisfied,Every day,Always,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree
651,13386203999.0,Female,45-60,I am currently not employed,Registered nurse,,Other (please specify),"$75,000-$99,999",Virginia,Very happy,Trade/Vocation School,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Above average,Several times per week,Very desirable,Strongly disagree
652,13386203225.0,Male,30-44,Finance & Financial Services,Bookkeeper,,Intermediate,"$50,000-$74,999",Missouri,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Dissatisfied,Once a month,Always,Never,Average,Once per week,Somewhat desirable,Strongly disagree
653,13386201337.0,Female,45-60,I am currently not employed,Cashier,,Other (please specify),"$10,000-$24,999",North Carolina,Somewhat happy,High School,Married or domestic partnership,Very dissatisfied,Less than once a month,Never,Never,Far below average,Once per week,Somewhat desirable,Neither agree nor disagree
654,13386194257.0,Male,18-29,Airlines & Aerospace (including Defense),Janitor,,Senior Management,"$0-$9,999",Alaska,Somewhat happy,Ph.D. or higher,"Single, never married",Satisfied,Once a month,Sometimes,Usually,Above average,Several times per week,Very desirable,Agree
655,13386193972.0,Male,18-29,Entertainment & Leisure,Software developer,,Senior Management,"$75,000-$99,999",Massachusetts,Somewhat happy,Master's Degree,Divorced,Satisfied,A few times a month,Usually,Usually,Average,Several times per week,Somewhat desirable,Somewhat agree
656,13386191373.0,Female,45-60,Education,Administrative assistant,,Intermediate,"$75,000-$99,999",Virginia,Somewhat unhappy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Usually,Rarely,Average,Once per week,Not so desirable,Somewhat agree
657,13386189773.0,Male,30-44,Healthcare & Pharmaceuticals,Medical assistant, Health Coach,Owner/Executive/C-Level,"$50,000-$74,999",Georgia,Very happy,High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Far above average,Every day of the week,Somewhat desirable,Somewhat disagree
658,13386189541.0,Male,> 60,I am currently not employed,Marketing specialist,,Other (please specify),"$10,000-$24,999",Texas,Very happy,High School,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Average,Several times per week,Somewhat desirable,Neither agree nor disagree
659,13386180143.0,Female,> 60,Healthcare & Pharmaceuticals,Administrative assistant,,Intermediate,"$25,000-$49,999",Virginia,Somewhat happy,Bachelor's Degree,Divorced,Very dissatisfied,Less than once a month,Always,Never,Above average,Several times per week,Not so desirable,Strongly disagree
660,13386173275.0,Male,45-60,Transportation & Delivery,Truck Driver,,Other (please specify),"$50,000-$74,999",Texas,Somewhat happy,High School,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree
661,13386170961.0,Female,> 60,I am currently not employed,Office clerk,,Other (please specify),"$50,000-$74,999",North Dakota,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Never,Average,I never work out or exercise,Not so desirable,Strongly agree
662,13386166787.0,Male,18-29,"Telecommunications, Technology, Internet & Electronics",Operations manager, Learning Experience Designer,Intermediate,"$100,000-$124,999",Pennsylvania,Very happy,Master's Degree,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Average,Several times per week,Very desirable,Strongly disagree
663,13386160215.0,Female,45-60,Food & Beverages,Food preparation worker,,Entry Level,"$25,000-$49,999",Colorado,Neither happy nor unhappy,Trade/Vocation School,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Less than once per week,Not so desirable,Neither agree nor disagree
664,13386160002.0,Male,18-29,"Construction, Machinery, and Homes",Retail sales associate,,Senior Management,"$125,000-$149,999",Arkansas,Very happy,High School,Widowed,Very dissatisfied,About once a week,Always,Never,Above average,Less than once per week,Somewhat desirable,Somewhat disagree
665,13386148200.0,Male,> 60,Real Estate,Operations manager,,Middle Management,"$100,000-$124,999",Connecticut,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Satisfied,A few times a week,Always,Never,Above average,Several times per week,Not so desirable,Agree
666,13386147045.0,Female,45-60,Retail & Consumer Durables,Retail sales associate,,Middle Management,"$25,000-$49,999",Georgia,Neither happy nor unhappy,Bachelor's Degree,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Always,Sometimes,Average,Every day of the week,Somewhat desirable,Somewhat agree
667,13386146799.0,Male,> 60,I am currently not employed,Lawyer,,Other (please specify),"$125,000-$149,999",Illinois,Very happy,Ph.D. or higher,Married or domestic partnership,Very satisfied,A few times a week,Always,Never,Far above average,Several times per week,Somewhat desirable,Somewhat disagree
668,13386146563.0,Male,18-29,Food & Beverages,Food preparation worker,,Entry Level,"$25,000-$49,999",California,Somewhat happy,High School,"Single, never married",Satisfied,Less than once a month,Sometimes,Never,Average,Several times per week,Somewhat desirable,Agree
669,13386132741.0,Male,> 60,Government,Line supervisor,,Middle Management,"$200,000+",Michigan,Very happy,Bachelor's Degree,Widowed,Very satisfied,A few times a week,Usually,Never,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree
670,13386123407.0,Male,45-60,Healthcare & Pharmaceuticals,Registered nurse, Paramedic,Intermediate,"$50,000-$74,999",Missouri,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Very dissatisfied,Less than once a month,Always,Never,Average,Every day of the week,Somewhat desirable,Agree
671,13386122656.0,Male,45-60,"Telecommunications, Technology, Internet & Electronics",Line supervisor,,Intermediate,"$25,000-$49,999",Kentucky,Neither happy nor unhappy,High School,Married or domestic partnership,Dissatisfied,A few times a month,Always,Rarely,Average,Every day of the week,Somewhat desirable,Disagree
672,13386121317.0,Female,45-60,Healthcare & Pharmaceuticals,Registered nurse,,Middle Management,"$75,000-$99,999",Michigan,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Usually,Rarely,Average,Less than once per week,Somewhat desirable,Somewhat disagree
673,13386112331.0,Male,18-29,Healthcare & Pharmaceuticals,Registered nurse, Behavioral therapist,Other (please specify),"$125,000-$149,999",Florida,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,About once a week,Always,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree
674,13386108346.0,Male,45-60,Business Support & Logistics,Lawyer,,Senior Management,"$50,000-$74,999",Florida,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,A few times a month,Always,Never,Above average,Several times per week,Somewhat desirable,Strongly agree
675,13386107785.0,Male,18-29,Government,Administrative assistant,,Intermediate,"$75,000-$99,999",New York,Somewhat happy,Bachelor's Degree,"Single, never married",Satisfied,A few times a month,Always,Sometimes,Far above average,Once per week,Extremely desirable,Agree
676,13386100832.0,Male,> 60,Government,Operations manager, Town Manager ,Senior Management,"$50,000-$74,999",Massachusetts,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Satisfied,About once a week,Always,Never,Average,Several times per week,Not so desirable,Disagree
677,13386100686.0,Male,18-29,Agriculture,Mechanic,,Intermediate,"$0-$9,999",Florida,Somewhat happy,Some High School,"Single, never married",Very satisfied,About once a week,Usually,Rarely,Above average,Once per week,Somewhat desirable,Neither agree nor disagree
678,13386100188.0,Male,18-29,Retail & Consumer Durables,Retail sales associate,,Entry Level,"$10,000-$24,999",North Carolina,Neither happy nor unhappy,High School,"Single, never married",Dissatisfied,Less than once a month,Never,Never,Far below average,Once per week,Somewhat desirable,Disagree
679,13386098442.0,Female,45-60,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,"$75,000-$99,999",Texas,Somewhat happy,Master's Degree,Married or domestic partnership,Neither satisfied nor dissatisfied,Less than once a month,Usually,Rarely,Above average,Several times per week,Very desirable,Somewhat agree
680,13386089800.0,Male,> 60,"Utilities, Energy, and Extraction",Operations manager,,Intermediate,"$125,000-$149,999",California,Somewhat happy,Master's Degree,Widowed,Satisfied,A few times a month,Never,Rarely,Average,Several times per week,Somewhat desirable,Disagree
681,13386089529.0,Male,18-29,Food & Beverages,Stocking associate,,Entry Level,"$125,000-$149,999",Connecticut,Neither happy nor unhappy,High School,"Single, never married",Satisfied,About once a week,Usually,Rarely,Far above average,Once per week,Somewhat desirable,Neither agree nor disagree
682,13386088934.0,Female,45-60,"Construction, Machinery, and Homes",Laborer,,Intermediate,"$75,000-$99,999",Kentucky,Somewhat unhappy,High School,Divorced,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Never,Above average,Once per week,Not so desirable,Neither agree nor disagree
683,13386088859.0,Male,45-60,I am currently not employed,Office clerk,,Other (please specify),"$25,000-$49,999",Ohio,Neither happy nor unhappy,Some High School,"Single, never married",Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Never,Average,I never work out or exercise,Not so desirable,Neither agree nor disagree
684,13386088354.0,Female,30-44,Entertainment & Leisure,Cashier, Florist,Owner/Executive/C-Level,"$25,000-$49,999",Florida,Somewhat happy,Bachelor's Degree,"Single, never married",Neither satisfied nor dissatisfied,Every day,Always,Never,Above average,Every day of the week,Very desirable,Somewhat disagree
685,13386087337.0,Female,30-44,Education,Administrative assistant, Teacher,Middle Management,"$0-$9,999",Nebraska,Somewhat happy,High School,"Single, never married",Satisfied,A few times a week,Sometimes,Rarely,Above average,Several times per week,Somewhat desirable,Somewhat disagree
