Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job? ,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13363495857,415544481,02/28/2022 07:34:03 PM,02/28/2022 07:36:51 PM,,,,,8b151f59a83eb326351a44b554,smc,,,,"Telecommunications, Technology, Internet & Electronics",Administrative assistant,,Intermediate,,Texas,Very happy,Trade/Vocation School,Divorced,Female,,Satisfied,Less than once a month,Usually,Sometimes,Average,Less than once per week,Somewhat desirable,Somewhat disagree,"$25,000-$49,999",Female,West South Central,iOS Phone / Tablet,45-60
13363495694,415544481,02/28/2022 07:32:36 PM,02/28/2022 07:36:47 PM,,,,,fa0b54dc706281d44cf280eb49,smc,,,,Food & Beverages,Bartender,,Intermediate,,Georgia,Somewhat happy,High School,"Single, never married",Male,,Very satisfied,A few times a month,Usually,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13363492680,415544481,02/28/2022 07:34:01 PM,02/28/2022 07:35:35 PM,,,,,01634ea19ec69d7400a476f637,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,,Entry Level,,Georgia,Somewhat happy,High School,"Single, never married",Female,,Satisfied,A few times a month,Never,Sometimes,Average,I never work out or exercise,Not so desirable,Strongly agree,"$25,000-$49,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13363492432,415544481,02/28/2022 07:33:11 PM,02/28/2022 07:35:30 PM,,,,,4c5bd3e87a00310883d909f3d2,smc,,,,Real Estate,Operations manager,,Middle Management,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Usually,Never,Above average,I never work out or exercise,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Male,West South Central,Windows Desktop / Laptop,> 60
13363489590,415544481,02/28/2022 07:32:41 PM,02/28/2022 07:34:24 PM,,,,,dfcd510e2bfc0c9f38ad3aa722,smc,,,,"Telecommunications, Technology, Internet & Electronics",Operations manager,,Intermediate,,Oregon,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Somewhat agree,"$75,000-$99,999",Male,Pacific,iOS Phone / Tablet,30-44
13363485784,415544481,02/28/2022 07:31:36 PM,02/28/2022 07:32:59 PM,,,,,e5578f7ff4bfb6858a746ba2b4,smc,,,,Agriculture,Retail sales associate,,Intermediate,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Always,Never,Far above average,Several times per week,Very desirable,Strongly agree,"$50,000-$74,999",Female,West South Central,iOS Phone / Tablet,18-29
13363483229,415544481,02/28/2022 07:31:10 PM,02/28/2022 07:31:59 PM,,,,,9237ab11785962c7d384a6145b,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,,New Jersey,Very happy,Bachelor's Degree,"Single, never married",Female,,Very satisfied,A few times a week,Usually,Never,Average,Several times per week,Somewhat desirable,Strongly agree,"$200,000+",Female,South Atlantic,iOS Phone / Tablet,18-29
13363482941,415544481,02/28/2022 07:27:51 PM,02/28/2022 07:31:53 PM,,,,,7776dc16c92bd1aafc0265ee19,smc,,,,Healthcare & Pharmaceuticals,Customer service representative,,Intermediate,,New York,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,A few times a week,Sometimes,Rarely,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$125,000-$149,999",Female,Middle Atlantic,iOS Phone / Tablet,45-60
13363481049,415544481,02/28/2022 07:29:30 PM,02/28/2022 07:31:08 PM,,,,,ef9c9f20896f58c7fa68a25f1a,smc,,,,Agriculture,Food preparation worker,,Owner/Executive/C-Level,,Alabama,Very happy,Some High School,Married or domestic partnership,Male,,Satisfied,Every day,Always,Sometimes,Average,Several times per week,Very desirable,Strongly agree,"$0-$9,999",Male,East South Central,iOS Phone / Tablet,> 60
13363474576,415544481,02/28/2022 07:25:27 PM,02/28/2022 07:28:37 PM,,,,,e8c095e32ce58c7f0b45c4356c,smc,,,,Government,Administrative assistant,Paralegal,Other (please specify),Run the show for the attorney,Maryland,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Above average,Once per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Male,South Atlantic,iOS Phone / Tablet,30-44
13363469539,415544481,02/28/2022 07:26:00 PM,02/28/2022 07:27:03 PM,,,,,6f4af1e1aa83dd45f3927c6cdc,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,,Senior Management,,Wisconsin,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,Every day,Always,Always,Far above average,Every day of the week,Very desirable,Strongly agree,"$200,000+",Male,East North Central,Android Phone / Tablet,30-44
13363466557,415544481,02/28/2022 07:14:41 PM,02/28/2022 07:25:27 PM,,,,,b0c575707600dce7d57de7594d,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,,Senior Management,,Washington,Very happy,Master's Degree,Married or domestic partnership,Female,,Very satisfied,About once a week,Always,Never,Far above average,Every day of the week,Very desirable,Disagree,"$75,000-$99,999",Female,Pacific,Android Phone / Tablet,45-60
13363464839,415544481,02/28/2022 07:22:24 PM,02/28/2022 07:24:49 PM,,,,,e0e8d1a4a62a28f87f4144297d,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,,Other (please specify),senior nurse and educator,Georgia,Somewhat happy,Master's Degree,Widowed,Male,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Never,Below average,Several times per week,Somewhat desirable,Strongly agree,"$25,000-$49,999",Male,South Atlantic,Windows Desktop / Laptop,> 60
13363464699,415544481,02/28/2022 07:22:28 PM,02/28/2022 07:24:44 PM,,,,,ad276d64c489fbe51f8be9d212,smc,,,,Healthcare & Pharmaceuticals,Marketing specialist,,Middle Management,,Texas,Very happy,Bachelor's Degree,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Always,Rarely,Average,Several times per week,Not so desirable,Strongly agree,"$175,000-$199,999",Male,West South Central,iOS Phone / Tablet,45-60
13363460716,415544481,02/28/2022 07:19:28 PM,02/28/2022 07:23:13 PM,,,,,98e02834d559d76e56012be807,smc,,,,Education,Bookkeeper,,Owner/Executive/C-Level,,California,Somewhat happy,Master's Degree,Married or domestic partnership,Female,,Dissatisfied,A few times a month,Rarely,Never,Above average,Several times per week,Not so desirable,Strongly disagree,"$100,000-$124,999",Female,Pacific,Android Phone / Tablet,30-44
13363460108,415544481,02/28/2022 07:20:53 PM,02/28/2022 07:23:00 PM,,,,,47fb51883d329e0b37b9ad5941,smc,,,,Manufacturing,Customer service representative,Engineer,Intermediate,,Indiana,Somewhat unhappy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Sometimes,Rarely,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Female,East North Central,iOS Phone / Tablet,45-60
13363456601,415544481,02/28/2022 07:19:24 PM,02/28/2022 07:21:46 PM,,,,,c864d06eb357d7e38d7141203e,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,,Intermediate,,Illinois,Somewhat happy,Master's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Usually,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree,"$75,000-$99,999",Female,East North Central,iOS Phone / Tablet,30-44
13363455439,415544481,02/28/2022 07:17:45 PM,02/28/2022 07:21:21 PM,,,,,0ebfd544ec1ae263f7f90ede15,smc,,,,Education,Software developer,professor,Middle Management,,Florida,Somewhat unhappy,Master's Degree,Divorced,Female,,Neither satisfied nor dissatisfied,Less than once a month,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat disagree,"$25,000-$49,999",Female,South Atlantic,Android Phone / Tablet,> 60
13363453945,415544481,02/28/2022 07:19:39 PM,02/28/2022 07:20:49 PM,,,,,e622fed683baa2ddd7f4f2526b,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,,Intermediate,,Florida,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Satisfied,Less than once a month,Usually,Never,Average,Once per week,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Female,South Atlantic,iOS Phone / Tablet,18-29
13363453427,415544481,02/28/2022 07:19:15 PM,02/28/2022 07:20:38 PM,,,,,9c2fe32acd7cae6df9cec61c66,smc,,,,Food & Beverages,Marketing specialist,,Middle Management,,Ohio,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Very satisfied,About once a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Disagree,"$50,000-$74,999",Male,East North Central,Android Phone / Tablet,45-60
13363446704,415544481,02/28/2022 07:16:30 PM,02/28/2022 07:18:13 PM,,,,,91b9a02ddfe4891e2a5c775071,smc,,,,Finance & Financial Services,Operations manager,,Middle Management,,Tennessee,Very happy,Master's Degree,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Above average,Every day of the week,Very desirable,Neither agree nor disagree,"$100,000-$124,999",Male,East South Central,Android Phone / Tablet,45-60
13363446286,415544481,02/28/2022 07:15:49 PM,02/28/2022 07:18:02 PM,,,,,43df23b43b697d83458ca4b81b,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,,Middle Management,,California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Usually,Never,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$75,000-$99,999",Male,Pacific,Android Phone / Tablet,30-44
13363442640,415544481,02/28/2022 07:13:20 PM,02/28/2022 07:16:40 PM,,,,,c9ee21763c2c9962143e7c0d26,smc,,,,I am currently not employed,Operations manager,Retired,Other (please specify),Retired after 40 years with NYS DEC,New York,Neither happy nor unhappy,Bachelor's Degree,Married or domestic partnership,Male,,Dissatisfied,Less than once a month,Usually,Rarely,Average,Several times per week,Very desirable,Neither agree nor disagree,"$75,000-$99,999",Male,Middle Atlantic,Windows Desktop / Laptop,> 60
13363441505,415544481,02/28/2022 07:09:45 PM,02/28/2022 07:16:12 PM,,,,,2bba71679a36d9a2ba0615d8e3,smc,,,,Education,Customer service representative,,Intermediate,,Florida,Very unhappy,Ph.D. or higher,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Above average,I never work out or exercise,Extremely desirable,Strongly disagree,"$50,000-$74,999",Male,South Atlantic,iOS Phone / Tablet,> 60
13363440266,415544481,02/28/2022 06:53:44 PM,02/28/2022 07:15:45 PM,,,,,b3e22cb73f61bb3c31a91c84ba,smc,,,,Food & Beverages,Food preparation worker,,Intermediate,,New Jersey,Somewhat unhappy,High School,Married or domestic partnership,Male,,Satisfied,A few times a week,Always,Never,Average,I never work out or exercise,Not so desirable,Strongly disagree,"$10,000-$24,999",Male,Middle Atlantic,Android Phone / Tablet,18-29
13363438837,415544481,02/28/2022 07:13:23 PM,02/28/2022 07:15:12 PM,,,,,2c20f4bfb1dd0c9c3617d645a0,smc,,,,Transportation & Delivery,Truck Driver,daily driver,Other (please specify),independent contractor,Michigan,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Very dissatisfied,Less than once a month,Always,,Below average,Several times per week,Somewhat desirable,Strongly agree,"$25,000-$49,999",Male,East North Central,Android Phone / Tablet,> 60
13363437248,415544481,02/28/2022 07:12:31 PM,02/28/2022 07:14:35 PM,,,,,b94565b15252b88a4e67f995d3,smc,,,,Government,Office clerk,Ordinance Specialist,Entry Level,,Florida,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Male,,Satisfied,About once a week,Always,Never,Average,I never work out or exercise,Very desirable,Somewhat disagree,"$25,000-$49,999",Male,South Atlantic,Android Phone / Tablet,18-29
13363436256,415544481,02/28/2022 07:11:51 PM,02/28/2022 07:14:13 PM,,,,,079db86f8b847c4727a369a994,smc,,,,Transportation & Delivery,Customer service representative,,Middle Management,,Ohio,Neither happy nor unhappy,High School,Divorced,Female,,Neither satisfied nor dissatisfied,About once a week,Usually,Rarely,Above average,Once per week,Somewhat desirable,Agree,"$25,000-$49,999",Female,South Atlantic,iOS Phone / Tablet,> 60
13363435582,415544481,02/28/2022 07:12:14 PM,02/28/2022 07:13:57 PM,,,,,5497b94af56b155ebf2d2da95b,smc,,,,Education,Police officer,teacher,Middle Management,,Washington,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Sometimes,Rarely,Average,Less than once per week,Not so desirable,Strongly agree,"$25,000-$49,999",Male,Pacific,Android Phone / Tablet,30-44
13363435452,415544481,02/28/2022 07:11:49 PM,02/28/2022 07:13:55 PM,,,,,26dee797fb5fd00c2ea80b3405,smc,,,,Finance & Financial Services,Bookkeeper,,Senior Management,,California,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,Once a month,Sometimes,Sometimes,Above average,Several times per week,Very desirable,Strongly agree,"$50,000-$74,999",Female,Pacific,Android Phone / Tablet,45-60
13363427562,415544481,02/28/2022 07:09:32 PM,02/28/2022 07:10:54 PM,,,,,e469bae2561e185fe55bb7b1ac,smc,,,,Advertising & Marketing,Marketing specialist,,Middle Management,,Kansas,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a month,Usually,Never,Average,Less than once per week,Somewhat desirable,Neither agree nor disagree,"$125,000-$149,999",Male,West North Central,iOS Phone / Tablet,45-60
13363426319,415544481,02/28/2022 07:08:40 PM,02/28/2022 07:10:27 PM,,,,,58785f12254702fd97e6fbc64d,smc,,,,Finance & Financial Services,Bookkeeper,,Senior Management,,Nebraska,Very happy,High School,Married or domestic partnership,Female,,Dissatisfied,Less than once a month,Always,Sometimes,Above average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$25,000-$49,999",Female,West North Central,iOS Phone / Tablet,45-60
13363424576,415544481,02/28/2022 07:06:15 PM,02/28/2022 07:09:49 PM,,,,,7d456454efcbf665557df35288,smc,,,,Healthcare & Pharmaceuticals,Administrative assistant,,Intermediate,,Illinois,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Usually,Never,Above average,Every day of the week,Somewhat desirable,Disagree,"$200,000+",Male,East North Central,iOS Phone / Tablet,> 60
13363421192,415544481,02/28/2022 07:07:12 PM,02/28/2022 07:08:32 PM,,,,,3599a594f0d42acc38e57abdce,smc,,,,Entertainment & Leisure,Operations manager,,Senior Management,,California,Neither happy nor unhappy,Ph.D. or higher,"Single, never married",Male,,Very dissatisfied,Every day,Sometimes,Never,Far below average,I never work out or exercise,Not so desirable,Strongly disagree,"$50,000-$74,999",Male,Pacific,Android Phone / Tablet,30-44
13363415978,415544481,02/28/2022 07:05:43 PM,02/28/2022 07:07:29 PM,,,,,80ffea4d4a27dbc41f56ac3519,smc,,,,Education,Office clerk,,Intermediate,,Delaware,Somewhat unhappy,Some High School,Divorced,Other (specify),fat,Satisfied,Every day,Always,Rarely,Far above average,Every day of the week,Extremely desirable,Somewhat disagree,"$25,000-$49,999",Male,,Android Phone / Tablet,30-44
13363414124,415544481,02/28/2022 07:03:27 PM,02/28/2022 07:05:51 PM,,,,,46679c48e9818233de42885393,smc,,,,I am currently not employed,Bartender,Homemaker,Other (please specify),None,Maryland,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Dissatisfied,Less than once a month,Usually,Rarely,Average,I never work out or exercise,Not so desirable,Neither agree nor disagree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,30-44
13363410648,415544481,02/28/2022 07:03:00 PM,02/28/2022 07:04:32 PM,,,,,8e031ad74343321bf6ae65db66,smc,,,,Food & Beverages,Cashier,,Intermediate,,Missouri,Somewhat happy,High School,"Single, never married",Male,,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Sometimes,Below average,Several times per week,Very desirable,Neither agree nor disagree,"$10,000-$24,999",Male,West North Central,Android Phone / Tablet,18-29
13363406035,415544481,02/28/2022 06:59:20 PM,02/28/2022 07:02:50 PM,,,,,cc714cb41ea7b58b5b44a8eb2e,smc,,,,Insurance,Lawyer,,Middle Management,,California,Somewhat happy,Master's Degree,Married or domestic partnership,Male,,Satisfied,About once a week,Usually,Never,Average,Several times per week,Not so desirable,Strongly disagree,"$75,000-$99,999",Male,Pacific,iOS Phone / Tablet,> 60
13363403856,415544481,02/28/2022 06:59:29 PM,02/28/2022 07:02:05 PM,,,,,ef9b5acf1a07c816b760a2f23a,smc,,,,Agriculture,Truck Driver,,Middle Management,,Wisconsin,Very happy,High School,Married or domestic partnership,Male,,Very satisfied,Every day,Always,Never,Far above average,Several times per week,Very desirable,Strongly disagree,"$100,000-$124,999",Male,East North Central,Android Phone / Tablet,45-60
13363398805,415544481,02/28/2022 06:58:48 PM,02/28/2022 07:00:14 PM,,,,,2a906f0c9466a3e22ad6ffa850,smc,,,,Advertising & Marketing,Software developer,,Entry Level,,Delaware,Very unhappy,Bachelor's Degree,"Single, never married",Female,,Dissatisfied,Once a month,Usually,Never,Average,Once per week,Somewhat desirable,Somewhat disagree,"$50,000-$74,999",Female,Middle Atlantic,iOS Phone / Tablet,18-29
