Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,collector_type_source,custom_value8,custom_value9,custom_value7,Which of the following best describes the industry you work in?,What's your occupation?,Which of the following best describes your current job level?,,What state do you reside in?,How happy or unhappy are you with your current role at your job?,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.",What is your marital status?,What is your gender?,,How satisfied or dissatisfied are you with your sex life?,How often do you have sex?,How often do you have an orgasm during sexual intercourse?,How often do you fake an orgasm?,"How would you rate your ""performance"" in bed?",How many times per week do you exercise or work out?,How desirable do you find yourself?,Would you agree with the following statement: My sex life was better before I graduated from college than after I graduated.,Household Income,Gender,Region,Device Type,Age
13386074740,415873795,2022-03-09 21:48:48,2022-03-09 21:54:45,,,,,3ff9088aec79586140eff6a9cc,smc,,,,Finance & Financial Services,Bookkeeper,Entry Level,,Georgia,Somewhat unhappy,Bachelor's Degree,"Single, never married",Other (specify),Non-binary,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Sometimes,Average,Every day of the week,Somewhat desirable,Neither agree nor disagree,"$10,000-$24,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13386074256,415873795,2022-03-09 21:51:02,2022-03-09 21:54:37,,,,,9600beb28a4c34bde873c69f41,smc,,,,"Utilities, Energy, and Extraction","Office clerk, IT engineering",Entry Level,,Georgia,Very unhappy,Bachelor's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,About once a week,Usually,Never,Below average,Several times per week,Somewhat desirable,Neither agree nor disagree,"$50,000-$74,999",Female,South Atlantic,Android Phone / Tablet,18-29
13386073848,415873795,2022-03-09 21:51:57,2022-03-09 21:54:27,,,,,7a261f5e305f8d4b1be335e02d,smc,,,,Insurance,"Bookkeeper, Analyst",Intermediate,,Wisconsin,Very happy,Trade/Vocation School,Married or domestic partnership,Female,,Satisfied,A few times a week,Usually,Rarely,Average,Several times per week,Somewhat desirable,Disagree,"$100,000-$124,999",Female,East North Central,iOS Phone / Tablet,30-44
13386070775,415873795,2022-03-09 21:51:19,2022-03-09 21:54:27,,,,,cf387090e900c692a2ada1634a,smc,,,,Insurance,"Office clerk, Mortgage ",Entry Level,,Minnesota,Somewhat unhappy,High School,"Single, never married",Female,,Dissatisfied,Less than once a month,Rarely,Never,Below average,Several times per week,Not so desirable,Agree,"$25,000-$49,999",Female,West North Central,Android Phone / Tablet,45-60
13386073203,415873795,2022-03-09 21:51:21,2022-03-09 21:54:13,,,,,02eadc920759058621aff95740,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,Middle Management,,Florida,Very happy,Bachelor's Degree,"Single, never married",Female,,Very satisfied,A few times a week,Usually,Never,Above average,Several times per week,Very desirable,Neither agree nor disagree,"$50,000-$74,999",Female,South Atlantic,Android Phone / Tablet,18-29
13386073179,415873795,2022-03-09 21:51:14,2022-03-09 21:54:12,,,,,125e81e496eb9c40aa28b4d117,smc,,,,Education,Janitor,Other (please specify),Where,Alaska,Neither happy nor unhappy,Some High School,Divorced,Female,,Satisfied,About once a week,Sometimes,Usually,Above average,Every day of the week,Very desirable,Agree,"$10,000-$24,999",Female,Pacific,iOS Phone / Tablet,18-29
13386073003,415873795,2022-03-09 21:51:09,2022-03-09 21:54:11,,,,,95186cd19c7d4f4addb4f03d40,smc,,,,"Telecommunications, Technology, Internet & Electronics","Customer service representative, IT Help Desk",Entry Level,,Georgia,Very unhappy,Bachelor's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Never,Never,Far below average,Every day of the week,Somewhat desirable,Strongly disagree,"$25,000-$49,999",Female,South Atlantic,Android Phone / Tablet,18-29
13386070495,415873795,2022-03-09 21:51:27,2022-03-09 21:53:17,,,,,80bd0dc1f4b6c67403b3b93210,smc,,,,Advertising & Marketing,Marketing specialist,Middle Management,,Virginia,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,About once a week,Sometimes,Sometimes,Average,Once per week,Not so desirable,Neither agree nor disagree,"$150,000-$174,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13386070235,415873795,2022-03-09 21:48:24,2022-03-09 21:53:12,,,,,658c022aee1ffc82000ade7175,smc,,,,Education,"Laborer, Teacher",Intermediate,,New Jersey,Somewhat happy,Master's Degree,"Single, never married",Female,,Satisfied,A few times a week,Usually,Rarely,Average,Several times per week,Somewhat desirable,Neither agree nor disagree,Prefer not to answer,Female,Middle Atlantic,Android Phone / Tablet,30-44
13386070049,415873795,2022-03-09 21:52:10,2022-03-09 21:53:06,,,,,01816724fbb9091f370dcd566c,smc,,,,"Construction, Machinery, and Homes",Laborer,Middle Management,,Arkansas,Somewhat happy,High School,Married or domestic partnership,Female,,Satisfied,A few times a week,Rarely,Always,Above average,Several times per week,Extremely desirable,Strongly agree,"$50,000-$74,999",Female,,iOS Phone / Tablet,30-44
13386068831,415873795,2022-03-09 21:50:26,2022-03-09 21:52:39,,,,,5cabaca429aa3b3829f7649e5f,smc,,,,Transportation & Delivery,"Operations manager, Analyst",Entry Level,,Minnesota,Somewhat happy,Bachelor's Degree,"Single, never married",Female,,Satisfied,About once a week,Usually,Sometimes,Far above average,Every day of the week,Very desirable,Somewhat agree,"$75,000-$99,999",Female,West North Central,iOS Phone / Tablet,30-44
13386068699,415873795,2022-03-09 21:50:43,2022-03-09 21:52:36,,,,,dcfc6b5489e3d31ff022c0456e,smc,,,,Education,Laborer,Intermediate,,Massachusetts,Very happy,Bachelor's Degree,"Single, never married",Female,,Satisfied,A few times a week,Usually,Rarely,Far above average,Once per week,Somewhat desirable,Strongly disagree,"$10,000-$24,999",Female,New England,iOS Phone / Tablet,18-29
13386068176,415873795,2022-03-09 21:51:17,2022-03-09 21:52:23,,,,,287853c260d36e4e422bbc6918,smc,,,,Business Support & Logistics,Administrative assistant,Senior Management,,New York,Somewhat happy,Master's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Usually,Usually,Above average,Several times per week,Very desirable,Agree,"$175,000-$199,999",Female,Middle Atlantic,Android Phone / Tablet,45-60
13386067721,415873795,2022-03-09 21:49:10,2022-03-09 21:52:14,,,,,aa23e29f0d7b0a6e875cef3cb0,smc,,,,Education,"Laborer, Music teacher",Intermediate,,New York,Somewhat happy,Master's Degree,Married or domestic partnership,Female,,Neither satisfied nor dissatisfied,Less than once a month,Rarely,Usually,Average,I never work out or exercise,Not so desirable,Somewhat disagree,"$25,000-$49,999",Female,Middle Atlantic,iOS Phone / Tablet,30-44
13386067625,415873795,2022-03-09 21:48:51,2022-03-09 21:52:12,,,,,1488850315b0f9191aa55dc963,smc,,,,"Construction, Machinery, and Homes",Bookkeeper,Intermediate,,California,Neither happy nor unhappy,High School,Married or domestic partnership,Female,,Satisfied,About once a week,Sometimes,Sometimes,Average,Once per week,Not so desirable,Neither agree nor disagree,"$50,000-$74,999",Female,Pacific,iOS Phone / Tablet,30-44
13386067311,415873795,2022-03-09 21:50:48,2022-03-09 21:52:05,,,,,96194c91460adbf6feaa08a0e5,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,Middle Management,,Missouri,Very happy,Bachelor's Degree,"Single, never married",Female,,Very satisfied,Every day,Always,Rarely,Far above average,Several times per week,Very desirable,Strongly agree,"$10,000-$24,999",Female,West South Central,iOS Phone / Tablet,18-29
13386067250,415873795,2022-03-09 21:49:54,2022-03-09 21:52:05,,,,,01659588e3baa930ff51981926,smc,,,,Healthcare & Pharmaceuticals,Medical assistant,Entry Level,,Mississippi,Very unhappy,Trade/Vocation School,"Single, never married",Female,,Very dissatisfied,Less than once a month,Rarely,Usually,Above average,Once per week,Not so desirable,Neither agree nor disagree,"$10,000-$24,999",Female,East South Central,Windows Desktop / Laptop,30-44
13386067238,415873795,2022-03-09 21:51:02,2022-03-09 21:52:04,,,,,91da4728632b04f27729428f93,smc,,,,Agriculture,Food preparation worker,Middle Management,,Alaska,Somewhat unhappy,Ph.D. or higher,Divorced,Male,,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Usually,Below average,Less than once per week,Somewhat desirable,Somewhat agree,"$10,000-$24,999",Female,Middle Atlantic,iOS Phone / Tablet,30-44
13386067148,415873795,2022-03-09 21:50:29,2022-03-09 21:52:02,,,,,d8a04c3bea35c1ff946b2c0bd9,smc,,,,Food & Beverages,Retail sales associate,Intermediate,,Texas,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,Every day,Sometimes,Sometimes,Far above average,Several times per week,Extremely desirable,Somewhat disagree,"$25,000-$49,999",Female,West South Central,iOS Phone / Tablet,18-29
13386066984,415873795,2022-03-09 21:49:42,2022-03-09 21:51:58,,,,,9dd749379378653396ba28eab5,smc,,,,Food & Beverages,"Administrative assistant, General manager",Senior Management,,Massachusetts,Very happy,High School,Divorced,Female,,Satisfied,A few times a month,Sometimes,Sometimes,Above average,Less than once per week,Very desirable,Disagree,"$50,000-$74,999",Female,New England,iOS Phone / Tablet,30-44
13386066887,415873795,2022-03-09 21:50:54,2022-03-09 21:51:55,,,,,cae744b42cf69a58278eab21be,smc,,,,Nonprofit,Operations manager,Middle Management,,New Jersey,Very happy,Bachelor's Degree,"Single, never married",Female,,Neither satisfied nor dissatisfied,About once a week,Sometimes,Never,Above average,Several times per week,Very desirable,Disagree,"$10,000-$24,999",Female,Middle Atlantic,Android Phone / Tablet,18-29
13386066068,415873795,2022-03-09 21:48:45,2022-03-09 21:51:38,,,,,70310dc893da52a452564d398a,smc,,,,I am currently not employed,"Operations manager, Homemaker",Owner/Executive/C-Level,,Utah,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Very dissatisfied,Less than once a month,Never,Sometimes,Average,I never work out or exercise,Not so desirable,Somewhat agree,"$75,000-$99,999",Female,Mountain,iOS Phone / Tablet,30-44
13386065774,415873795,2022-03-09 21:47:47,2022-03-09 21:51:30,,,,,7996b4c70485b287aa1bffad9b,smc,,,,Healthcare & Pharmaceuticals,Registered nurse,Owner/Executive/C-Level,,South Carolina,Somewhat happy,Trade/Vocation School,Married or domestic partnership,Female,,Very dissatisfied,Less than once a month,Never,Always,Far above average,I never work out or exercise,Not so desirable,Strongly agree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,45-60
13386063151,415873795,2022-03-09 21:48:31,2022-03-09 21:51:17,,,,,68b49d9f59bf3497be212746db,smc,,,,Education,"Customer service representative, Tutor",Intermediate,,Pennsylvania,Very happy,Ph.D. or higher,"Single, never married",Male,,Very dissatisfied,Less than once a month,Never,Never,Average,Several times per week,Not at all desirable,Neither agree nor disagree,"$0-$9,999",Male,Middle Atlantic,Windows Desktop / Laptop,45-60
13386065137,415873795,2022-03-09 21:49:48,2022-03-09 21:51:16,,,,,064d7d0d846a4e889f4f65a84b,smc,,,,"Telecommunications, Technology, Internet & Electronics",Software developer,Entry Level,,California,Neither happy nor unhappy,High School,"Single, never married",Female,,Neither satisfied nor dissatisfied,Less than once a month,Usually,Rarely,Average,Once per week,Somewhat desirable,Neither agree nor disagree,"$0-$9,999",Female,Pacific,iOS Phone / Tablet,18-29
13386064905,415873795,2022-03-09 21:49:15,2022-03-09 21:51:10,,,,,cc7e709c099406b48b1314020c,smc,,,,Advertising & Marketing,Office clerk,Middle Management,,South Carolina,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,About once a week,Always,Never,Above average,Several times per week,Somewhat desirable,Somewhat agree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13386063345,415873795,2022-03-09 21:47:55,2022-03-09 21:50:36,,,,,84b3164de4444ba337d0656b06,smc,,,,I am currently not employed,"Food preparation worker, Homemaker",Entry Level,,Illinois,Very happy,Trade/Vocation School,Widowed,Female,,Satisfied,About once a week,Never,Never,Average,Less than once per week,Not so desirable,Strongly agree,"$0-$9,999",Female,East North Central,iOS Phone / Tablet,45-60
13386062561,415873795,2022-03-09 21:48:26,2022-03-09 21:50:18,,,,,4fdd664ad75d803044be29535e,smc,,,,Healthcare & Pharmaceuticals,Customer service representative,Intermediate,,Ohio,Very happy,Bachelor's Degree,Married or domestic partnership,Female,,Very satisfied,A few times a week,Sometimes,Rarely,Above average,Several times per week,Very desirable,Neither agree nor disagree,"$50,000-$74,999",Female,East North Central,iOS Phone / Tablet,30-44
13386062497,415873795,2022-03-09 21:49:22,2022-03-09 21:50:17,,,,,3b03bf891a20963d10eaa0e7a5,smc,,,,Automotive,Bartender,Intermediate,,Arizona,Neither happy nor unhappy,Master's Degree,Widowed,Male,,Satisfied,A few times a month,Usually,Rarely,Above average,Less than once per week,Somewhat desirable,Somewhat agree,"$10,000-$24,999",Female,Middle Atlantic,iOS Phone / Tablet,30-44
13386062107,415873795,2022-03-09 21:49:29,2022-03-09 21:50:09,,,,,96ddf3a55b0cdb32ee13e4cca3,smc,,,,Education,Administrative assistant,Entry Level,,California,Somewhat happy,Bachelor's Degree,Married or domestic partnership,Female,,Satisfied,A few times a week,Sometimes,Sometimes,Average,Once per week,Somewhat desirable,Somewhat agree,"$10,000-$24,999",Female,Pacific,iOS Phone / Tablet,30-44
13386061926,415873795,2022-03-09 21:47:45,2022-03-09 21:50:05,,,,,3c07ae189955bbc78115d5ef29,smc,,,,Real Estate,"Operations manager, Owner",Owner/Executive/C-Level,,California,Very happy,Master's Degree,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,About once a week,Always,Never,Average,Several times per week,Somewhat desirable,Somewhat disagree,"$200,000+",Male,Pacific,iOS Phone / Tablet,45-60
13386061833,415873795,2022-03-09 21:46:50,2022-03-09 21:50:03,,,,,2f44b76325f4179466f2bb2ccb,smc,,,,Entertainment & Leisure,"Customer service representative, Owner",Owner/Executive/C-Level,,Colorado,Very happy,Bachelor's Degree,"Single, never married",Female,,Dissatisfied,Less than once a month,Rarely,Usually,Below average,Several times per week,Somewhat desirable,Strongly agree,"$25,000-$49,999",Female,Mountain,iOS Phone / Tablet,30-44
13386059837,415873795,2022-03-09 21:47:24,2022-03-09 21:49:17,,,,,62e3f10fcc709a78137e2208a0,smc,,,,"Construction, Machinery, and Homes",Construction worker,Senior Management,,Arizona,Very happy,Trade/Vocation School,Married or domestic partnership,Male,,Very satisfied,A few times a week,Always,Never,Far above average,Several times per week,Extremely desirable,Strongly disagree,"$50,000-$74,999",Male,Mountain,iOS Phone / Tablet,30-44
13386056690,415873795,2022-03-09 21:46:46,2022-03-09 21:48:02,,,,,52bca6b25ee586accd3c944760,smc,,,,Insurance,Customer service representative,Intermediate,,New Jersey,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Female,,Satisfied,A few times a week,Usually,Rarely,Average,Once per week,Somewhat desirable,Disagree,"$50,000-$74,999",Female,Middle Atlantic,iOS Phone / Tablet,18-29
13386056008,415873795,2022-03-09 21:46:10,2022-03-09 21:47:45,,,,,ea4a416e587195fabba6c151a7,smc,,,,Nonprofit,"Laborer, Zoo keepers",Intermediate,,Louisiana,Neither happy nor unhappy,Bachelor's Degree,"Single, never married",Female,,Dissatisfied,Less than once a month,Never,Never,Far below average,Once per week,Not so desirable,Neither agree nor disagree,"$50,000-$74,999",Female,South Atlantic,iOS Phone / Tablet,18-29
13386054927,415873795,2022-03-09 21:46:29,2022-03-09 21:47:19,,,,,e732ce83735055ad8e711785ef,smc,,,,Food & Beverages,Cashier,Entry Level,,New York,Neither happy nor unhappy,High School,"Single, never married",Female,,Satisfied,Less than once a month,Always,Never,Average,Several times per week,Very desirable,Neither agree nor disagree,"$10,000-$24,999",Female,Middle Atlantic,Android Phone / Tablet,18-29
13386054051,415873795,2022-03-09 21:46:26,2022-03-09 21:47:00,,,,,b4f4a5c0586bcad6c7d18fadb5,smc,,,,Business Support & Logistics,Retail sales associate,Middle Management,,Colorado,Somewhat happy,High School,Married or domestic partnership,Male,,Neither satisfied nor dissatisfied,A few times a month,Sometimes,Always,Above average,Every day of the week,Somewhat desirable,Strongly agree,"$25,000-$49,999",Female,West North Central,iOS Phone / Tablet,18-29
13386053680,415873795,2022-03-09 21:45:33,2022-03-09 21:47:52,,,,,6c415ec16f47751246a602df0d,smc,,,,Nonprofit,Customer service representative,Entry Level,,Florida,Somewhat unhappy,High School,Married or domestic partnership,Female,,Dissatisfied,Less than once a month,Always,Sometimes,Average,Several times per week,Somewhat desirable,Strongly agree,"$100,000-$124,999",Female,South Atlantic,Android Phone / Tablet,45-60
13386051562,415873795,2022-03-09 21:44:45,2022-03-09 21:46:02,,,,,e942e83338e9255f9323b5daa3,smc,,,,Retail & Consumer Durables,Retail sales associate,Intermediate,,Virginia,Somewhat happy,Bachelor's Degree,"Single, never married",Male,,Satisfied,A few times a week,Usually,Never,Above average,Once per week,Somewhat desirable,Disagree,"$25,000-$49,999",Male,South Atlantic,iOS Phone / Tablet,18-29
13386051400,415873795,2022-03-09 21:38:37,2022-03-09 21:45:58,,,,,f07c44ba2ac601da2168f3b854,smc,,,,I am currently not employed,Truck Driver,Other (please specify),Retired what state do,Wisconsin,Very happy,High School,Married or domestic partnership,Male,,Very dissatisfied,Less than once a month,Never,Rarely,Average,I never work out or exercise,Very desirable,Neither agree nor disagree,"$10,000-$24,999",Male,East North Central,iOS Phone / Tablet,> 60
